RSRP_S,RSRP_t,Tr,S,T
-79.343,-84.037,138,10,9
-71.714,-83.648,430,9,25
-79.762,-82.429,44,25,9
-71.367,-83.91,148,9,10
-77.959,-84.37,131,10,11
-74.913,-78.195,45,11,4
-81.396,-81.524,18,4,13
-78.246,-83.5,76,13,5
-71.812,-85.284,176,5,6
-77.673,-86.103,459,6,7
-79.342,-78.231,176,7,42
-73.16,-83.259,123,42,2
-81.969,-84.646,167,2,19
-82.67,-83.926,99,19,8
-80.191,-79.646,27,8,24
-67.049,-78.169,112,24,8
-76.983,-77.129,15,8,24
-79.058,-79.118,7,24,19
-67.702,-67.192,25,19,35
-69.505,-71.09,9,35,18
-80.098,-83.296,44,18,7
-74.409,-73.082,92,7,42
-70.371,-83.032,60,42,2
-80.715,-80.814,62,2,27
-70.418,-80.323,63,27,3
-71.85,-83.258,156,3,11
-74.383,-76.748,113,11,46
-70.284,-75.935,56,46,11
-75.28,-80.026,73,11,34
-76.59,-77.557,28,34,3
-66.644,-80.235,98,3,27
-73.061,-75.726,37,27,2
-75.947,-80.302,67,2,42
-78.543,-81.16,32,42,7
-81.719,-83.616,50,7,35
-72.801,-74.45,41,35,18
-74.208,-82.59,80,18,7
-62.154,-72.945,206,7,42
-64.843,-81.423,146,42,2
-68.65,-83.678,427,2,9
-80.924,-85.707,415,9,3
-68.389,-81.745,685,3,4
-79.869,-81.174,30,4,5
-72.416,-85.704,171,5,6
-83.318,-84.818,69,6,31
-72.75,-68.959,38,31,7
-66.936,-82.648,96,7,35
-74.575,-78.84,107,35,19
-80.649,-85.037,69,19,42
-80.245,-80.733,35,42,2
-78.209,-79.967,60,2,27
-74.573,-82.159,48,27,3
-78.094,-78.464,1480,3,34
-72.815,-82.868,251,34,11
-74.499,-69.515,230,11,41
-74.059,-80.752,27,41,4
-75.844,-84.335,90,4,5
-81.215,-81.215,11,5,20
-66.618,-71.318,28,20,5
-80.143,-84.103,41,5,6
-82.594,-82.929,25,6,36
-74.495,-81.508,39,36,16
-79.341,-83.113,75,16,6
-70.198,-83.423,79,6,1
-79.731,-82.346,55,1,2
-76.261,-77.052,54,2,27
-69.2,-79.148,49,27,1
-67.478,-73.498,96,1,28
-74.627,-77.096,25,28,20
-63.996,-68.803,40,20,5
-69.899,-82.444,96,5,14
-76.836,-83.52,742,14,47
-71.596,-72.847,221,47,15
-70.765,-78.959,402,15,36
-72.225,-82.249,272,36,6
-80.909,-84.743,421,6,17
-73.185,-84.435,356,17,16
-80.84,-82.964,66,16,15
-74.541,-75.631,296,15,47
-73.86,-86.065,205,47,14
-83.691,-84.048,99,14,5
-79.925,-81.961,272,5,33
-67.043,-81.803,214,33,13
-82.51,-85.948,215,13,23
-59.322,-81.951,1258,23,4
-71.448,-84.51,419,4,1
-75.86,-81.398,207,1,3
-70.933,-80.941,58,3,10
-72.15,-83.667,242,10,9
-77.698,-83.542,215,9,2
-77.18,-83.52,218,2,19
-71.846,-84.792,1178,19,2
-80.416,-84.052,272,2,1
-73.996,-84.033,375,1,4
-78.171,-82.923,178,4,13
-78.531,-83.722,166,13,4
-73.509,-86.189,367,4,1
-83.383,-84.16,124,1,3
-80.643,-83.281,84,3,4
-81.03,-81.093,8,4,32
-78.71,-78.964,9,32,3
-70.58,-76.096,40,3,49
-76.295,-77.029,17,49,9
-75.981,-84.068,145,9,2
-72.439,-81.153,155,2,42
-72.946,-73.331,44,42,7
-67.96,-83.129,136,7,17
-71.572,-82.958,217,17,43
-81.329,-81.484,17,43,7
-81.626,-82.783,30,7,19
-81.239,-84.391,68,19,2
-70.451,-83.897,173,2,3
-79.51,-83.588,84,3,2
-69.993,-83.294,124,2,19
-76.398,-75.209,49,19,7
-81.799,-85.054,4,7,43
-79.794,-87.513,4,43,17
-69.512,-77.357,54,17,43
-66.156,-63.224,15,43,7
-77.977,-81.194,25,7,19
-80.191,-82.423,31,19,8
-75.134,-76.536,37,8,44
-71.69,-81.231,40,44,2
-83.219,-85.573,50,2,3
-73.993,-82.005,335,3,27
-75.26,-83.393,111,27,2
-81.957,-83.358,102,2,42
-79.82,-80.016,9,42,7
-77.125,-78.632,7,7,31
-73.366,-78.947,5,31,37
-66.068,-76.33,5,37,6
-74.642,-75.109,13,6,16
-78.187,-82.605,46,16,15
-68.914,-71.16,85,15,47
-72.483,-82.206,42,47,14
-77.75,-80.746,90,14,30
-77.708,-85.153,127,19,2
-78.116,-79.402,88,2,27
-74.829,-82.678,49,27,3
-76.116,-78.025,841,3,34
-68.758,-83.533,216,34,10
-78.726,-78.1,198,10,26
-67.803,-78.936,109,26,10
-81.884,-83.056,25,10,11
-81.535,-83.786,74,11,3
-73.602,-81.672,367,3,27
-71.905,-82.371,168,27,2
-80.319,-82.072,163,2,42
-66.743,-77.558,150,42,7
-78.725,-84.15,227,7,35
-80.467,-80.469,60,35,18
-66.763,-83.35,414,18,7
-73.073,-84.068,174,7,1
-75.31,-82.541,149,1,3
-72.759,-76.714,83,3,4
-81.642,-81.77,14,4,5
-53.792,-83.306,874,5,4
-74.828,-85.309,198,4,11
-79.501,-82.347,133,11,12
-77.151,-75.541,22,12,23
-71.643,-80.54,23,23,13
-68.588,-69.906,48,13,30
-73.625,-76.422,17,30,14
-74.801,-82.248,54,14,5
-73.711,-79.152,51,5,28
-65.602,-61.903,18,28,1
-70.744,-77.488,36,1,27
-73.923,-73.305,15,27,2
-69.221,-73.987,37,2,44
-64.617,-75.245,39,44,2
-76.822,-81.428,61,2,27
-80.124,-80.694,18,27,3
-81.403,-84.535,51,3,4
-77.234,-84.547,135,4,5
-82.118,-82.05,19,5,28
-79.455,-82.291,39,28,1
-81.92,-83.465,54,1,6
-78.304,-76.728,40,6,37
-68.042,-81.32,53,37,45
-69.358,-75.592,54,45,17
-70.515,-76.428,122,17,45
-71.925,-81.295,60,45,6
-79.201,-78.735,17,6,37
-69.535,-74.03,45,37,6
-79.805,-85.79,96,6,1
-83.49,-83.488,10,1,20
-72.082,-79.061,67,20,5
-81.018,-83.747,65,5,4
-81.659,-84.625,101,4,13
-82.847,-83.718,45,13,12
-79.384,-83.752,172,12,13
-73.381,-83.821,345,13,5
-72.378,-72.172,58,5,20
-70.604,-76.19,25,20,28
-79.244,-79.183,7,28,1
-66.163,-73.601,236,1,28
-75.071,-84.537,136,28,4
-78.443,-84.772,384,4,13
-82.841,-86.052,288,13,4
-72.416,-84.411,386,4,3
-79.261,-83.732,272,3,2
-74.758,-77.587,238,2,44
-71.241,-79.691,109,44,8
-67.624,-67.768,242,8,25
-72.716,-82.962,54,25,9
-71.606,-82.963,200,9,2
-73.328,-81.866,83,2,42
-78.73,-78.411,15,42,7
-70.856,-77.854,61,7,45
-70.365,-72.311,27,45,17
-76.023,-83.032,158,17,6
-75.833,-82.759,108,6,1
-76.228,-83.149,109,1,4
-78.726,-82.927,92,4,41
-78.147,-77.347,21,41,11
-75.88,-86.152,249,11,4
-79.835,-83.438,164,4,33
-73.656,-81.703,82,33,5
-76.899,-84.894,249,5,4
-83.276,-86.238,118,4,3
-74.652,-80.352,179,3,49
-80.965,-85.598,116,49,9
-84.261,-85.547,142,9,2
-70.949,-85.915,828,2,7
-81.971,-84.182,432,7,35
-81.386,-82.052,87,35,18
-70.095,-82.941,1309,18,43
-66.585,-79.647,301,43,7
-79.258,-82.497,283,7,37
-65.877,-74.685,253,37,6
-75.174,-83.875,507,6,5
-75.11,-84.089,773,5,1
-77.885,-83.776,69,1,2
-77.026,-83.487,69,2,8
-68.465,-73.317,200,8,25
-75.984,-84.443,127,25,9
-73.911,-84.284,441,9,10
-72.04,-80.22,466,10,34
-77.905,-77.71,12,34,3
-76.004,-81.914,42,3,4
-80.367,-83.097,42,4,5
-69.119,-68.445,71,5,4
-81.097,-81.647,9,4,3
-71.363,-82.847,88,3,1
-75.796,-83.329,190,1,7
-78.005,-83.024,841,7,18
-67.223,-83.36,1405,18,43
-71.915,-80.378,317,43,7
-78.937,-81.668,313,7,37
-71.341,-79.827,292,37,6
-80.158,-85.128,446,6,5
-71.612,-82.808,826,5,33
-80.058,-80.964,106,33,13
-71.645,-81.678,1199,13,4
-70.794,-76.823,54,4,32
-70.784,-71.09,19,32,3
-72.097,-76.754,42,3,49
-71.081,-72.295,618,49,3
-71.447,-79.111,30,3,1
-76.671,-75.321,16,1,28
-65.92,-66.609,10,28,20
-71.513,-72.048,10,20,5
-81.083,-84.566,40,5,6
-80.113,-80.355,67,6,37
-77.536,-77.934,22,37,31
-70.294,-71.487,34,31,7
-74.276,-83.037,92,7,18
-78.887,-81.286,499,18,35
-74.108,-81.686,296,35,19
-81.687,-86.016,451,19,42
-82.2,-82.638,151,42,2
-75.281,-77.769,496,2,27
-70.179,-82.096,299,27,3
-72.484,-83.406,776,3,41
-74.801,-74.211,200,41,11
-66.508,-82.89,1025,11,3
-69.586,-81.932,139,3,27
-79.339,-79.327,22,27,2
-70.151,-83.264,309,2,3
-68.995,-77.08,173,3,34
-73.248,-75.907,36,34,3
-79.708,-83.374,40,3,4
-82.994,-83.192,16,4,1
-79.758,-79.882,10,1,28
-65.388,-67.584,19,28,20
-78.458,-79.717,17,20,5
-82.456,-82.891,16,5,6
-78.321,-81.066,52,16,36
-70.985,-76.089,31,36,6
-78.613,-84.505,65,6,1
-78.148,-84.162,82,1,3
-75.286,-76.008,60,3,34
-67.876,-76.89,29,34,10
-79.571,-85.145,130,10,11
-80.615,-82.228,273,11,34
-65.389,-77.842,151,34,3
-71.438,-83.713,349,3,2
-75.488,-85.947,427,2,7
-83.288,-84.363,153,7,19
-81.713,-81.932,43,19,35
-77.365,-83.998,62,35,7
-77.482,-74.236,80,7,42
-73.378,-82.674,56,42,7
-83.454,-84.564,27,7,1
-74.245,-83.369,172,1,4
-68.177,-80.209,157,4,23
-63.613,-70.58,53,23,12
-64.904,-73.307,530,12,23
-71.774,-82.881,260,23,4
-75.296,-86.465,861,4,1
-80.84,-80.794,423,1,27
-78.764,-82.769,197,27,2
-76.069,-83.334,722,2,9
-80.031,-80.53,973,9,2
-78.237,-80.821,6,2,27
-70.156,-80.357,5,27,1
-71.508,-71.081,14,1,5
-82.014,-83.281,7,5,22
-77.346,-88.311,3,22,15
-73.693,-71.862,44,15,47
-69.752,-71.911,17,47,22
-70.675,-70.63,21,22,47
-68.502,-75.173,42,47,15
-76.16,-76.433,15,15,22
-76.71,-84.608,60,22,5
-83.45,-83.812,37,5,6
-80.659,-83.59,101,6,1
-81.515,-86.036,124,1,7
-84.021,-84.172,17,7,2
-78.049,-84.5,153,2,8
-72.316,-74.72,127,8,39
-74.07,-74.691,5,39,8
-74.398,-83.402,51,8,2
-78.692,-79.697,45,2,42
-80.277,-80.801,14,42,7
-82.304,-83.745,40,7,1
-74.85,-85.283,292,1,4
-80.137,-84.107,320,4,11
-80.761,-80.735,116,11,41
-76.586,-78.877,139,41,32
-77.953,-81.474,129,32,3
-71.833,-78.78,493,3,49
-77.189,-81.776,159,49,9
-75.978,-84.366,590,9,8
-78.85,-72.384,397,8,25
-66.097,-77.196,32,25,44
-77.093,-79.261,30,44,2
-73.997,-76.348,64,2,27
-66.951,-78.221,38,27,1
-73.059,-74.56,63,1,28
-72.931,-80.424,35,28,5
-75.218,-83.554,100,5,14
-77.903,-82.67,259,14,47
-71.767,-76.755,269,47,15
-73.621,-78.47,403,15,36
-67.904,-84.705,351,36,16
-80.744,-83.937,554,16,17
-76.206,-83.898,1233,17,6
-75.87,-84.659,755,6,1
-80.13,-79.443,232,1,28
-73.25,-84.845,319,28,4
-79.385,-83.715,170,4,1
-82.785,-83.113,20,1,3
-81.271,-82.727,33,3,2
-83.08,-86.092,422,2,3
-72.326,-83.193,822,3,41
-68.257,-76.977,281,41,11
-78.076,-83.94,418,11,12
-75.772,-83.081,573,12,13
-75.338,-85.814,160,13,14
-80.954,-81.872,92,14,47
-76.895,-78.1,38,47,15
-76.196,-76.065,24,15,47
-73.972,-82.374,30,47,5
-77.583,-83.434,77,5,4
-75.325,-82.858,77,4,11
-63.999,-70.555,158,11,41
-71.517,-80.587,60,41,32
-78.004,-78.63,41,32,3
-73.931,-81.333,150,3,27
-70.753,-80.572,84,27,2
-79.104,-80.944,91,2,42
-73.773,-80.328,74,42,7
-80.937,-83.802,89,7,35
-71.834,-76.605,77,35,18
-73.637,-76.876,274,18,35
-76.946,-83.891,68,35,7
-77.627,-75.667,99,7,42
-68.454,-84.453,86,42,2
-82.904,-83.751,74,2,1
-79.545,-73.015,98,1,28
-64.768,-68.644,8,28,20
-72.726,-77.728,30,20,5
-80.941,-83.29,34,5,6
-69.619,-83.589,145,6,17
-72.773,-77.739,180,17,45
-69.386,-81.808,97,45,7
-78.778,-77.983,29,7,31
-64.149,-77.986,84,31,7
-81.117,-84.994,98,7,1
-82.69,-83.679,86,1,27
-73.322,-83.592,117,27,3
-78.936,-78.894,120,3,49
-72.063,-84.17,106,49,10
-79.868,-82.585,71,10,49
-81.143,-81.488,8,49,3
-70.789,-81.389,58,3,1
-80.818,-82.435,24,1,3
-70.262,-75.878,79,3,34
-74.805,-78.651,28,34,10
-68.181,-70.933,850,10,34
-79.31,-91.827,1,34,11
-79.603,-86.175,2,11,41
-76.565,-91.995,2,41,32
-80.128,-93.814,1,32,4
-68.835,-75.106,7,4,33
-77.878,-90.594,4,33,5
-83.034,-83.392,6,5,33
-71.114,-72.428,24,33,13
-81.495,-84.135,27,13,23
-66.585,-61.991,24,23,12
-79.175,-83.599,52,12,11
-73.713,-81.723,119,11,34
-76.481,-76.784,33,34,3
-74.996,-77.04,53,3,49
-74.307,-79.514,39,49,9
-77.169,-82.195,93,9,25
-70.907,-69.6,38,25,8
-68.927,-84.075,317,8,2
-76.497,-85.951,320,2,1
-80.102,-83.968,252,1,6
-81.701,-85.75,209,6,22
-75.797,-77.342,106,22,15
-74.025,-73.092,45,15,47
-69.581,-71.61,51,47,15
-75.445,-75.445,11,15,22
-77.914,-82.757,27,22,5
-83.667,-83.729,16,5,6
-80.515,-82.896,51,6,1
-81.48,-85.45,61,1,2
-74.1,-78.942,130,2,27
-77.785,-81.149,49,27,3
-76.454,-80.654,137,3,32
-76.397,-80.664,63,32,4
-81.284,-85.031,109,4,12
-82.136,-83.8,86,12,4
-77.318,-83.988,273,4,5
-68.136,-80.566,288,5,22
-79.368,-82.357,67,22,15
-77.66,-83.475,195,15,36
-73.774,-80.91,90,36,15
-81.364,-83.611,75,15,22
-80.752,-81.161,34,22,5
-69.617,-85.264,236,5,4
-80.979,-82.467,136,4,23
-77.686,-82.548,97,23,4
-81.123,-83.813,170,4,11
-80.662,-80.457,21,11,41
-72.889,-83.368,140,41,11
-82.206,-82.981,24,11,3
-75.596,-83.749,216,3,1
-76.894,-83.77,346,1,7
-70.28,-74.592,286,7,43
-71.42,-84.933,152,43,17
-83.996,-84.153,970,17,18
-82.254,-82.823,26,18,43
-75.249,-75.394,39,43,7
-67.699,-71.655,73,7,42
-70.89,-81.119,46,42,2
-77.628,-83.076,114,2,3
-78.229,-83.35,114,3,10
-71.973,-80.612,223,10,34
-65.767,-77.324,73,34,3
-77.126,-85.277,164,3,1
-77.488,-73.98,93,1,28
-73.856,-80.392,52,28,1
-76.144,-65.889,36,1,27
-67.934,-77.828,6,27,2
-80.636,-80.753,7,2,9
-65.134,-78.094,109,9,49
-77.602,-83.282,48,49,3
-81.516,-81.369,31,3,34
-68.163,-79.344,57,34,11
-77.131,-83.63,35,11,4
-80.886,-81.912,34,4,13
-80.113,-81.3,5,13,33
-70.71,-73.717,18,33,13
-84.076,-83.856,10,13,14
-76.3,-79.393,45,14,5
-72.689,-72.689,11,5,4
-81.726,-83.238,7,4,3
-68.171,-69.627,10,3,49
-80.101,-87.301,4,49,9
-82.958,-83.362,17,9,10
-75.23,-80.779,277,10,34
-76.068,-79.54,94,34,3
-69.891,-80.959,288,3,27
-67.65,-83.029,152,27,2
-82.829,-85.162,131,2,7
-58.543,-82.521,1718,7,19
-71.661,-79.629,74,19,7
-74.446,-77.66,37,7,43
-70.627,-81.225,33,43,18
-80.922,-83.891,1097,18,7
-67.6,-71.475,613,7,31
-70.238,-72.198,14,31,37
-82.717,-82.929,6,37,45
-81.964,-82.313,5,45,6
-82.322,-83.772,21,6,16
-79.932,-82.735,33,16,6
-70.919,-82.02,80,6,1
-74.859,-82.969,138,1,2
-76.922,-82.788,97,2,19
-75.395,-85.899,199,19,8
-83.919,-84.012,18,8,44
-76.524,-78.83,47,44,2
-81.332,-82.761,76,2,27
-80.15,-80.787,16,27,1
-76.879,-75.849,29,1,28
-75.399,-76.745,16,28,5
-72.148,-80.272,46,5,14
-77.663,-82.317,567,14,47
-71.824,-78.644,215,47,22
-76.404,-86.634,257,22,15
-84.701,-85.186,42,15,6
-73.166,-81.403,175,6,45
-74.131,-76.849,43,45,17
-78.578,-83.038,73,17,18
-72.219,-83.613,326,18,7
-72.419,-73.374,177,7,42
-77.722,-85.929,87,42,2
-83.45,-83.962,105,2,1
-81.05,-81.033,21,1,27
-79.487,-84.063,78,27,3
-75.7,-78.838,203,3,32
-78.527,-81.065,45,32,41
-72.284,-72.435,69,41,11
-62.665,-71.248,407,11,41
-68.229,-79.131,109,41,32
-72.943,-79.399,125,32,3
-78.833,-83.761,231,3,1
-78.916,-84.366,323,1,7
-72.057,-84.437,434,7,18
-72.117,-78.043,897,18,35
-74.191,-78.807,67,35,19
-70.229,-83.936,236,19,8
-73.149,-68.99,136,8,25
-72.233,-70.608,92,25,8
-71.864,-83.002,107,8,19
-68.574,-84.568,407,19,2
-77.679,-82.186,322,2,27
-79.713,-84.285,113,27,3
-76.871,-82.683,183,3,41
-74.439,-73.448,51,41,11
-64.085,-75.298,118,11,46
-72.414,-73.677,25,46,11
-64.032,-70.994,59,11,41
-73.534,-77.793,25,41,32
-76.836,-78.944,31,32,4
-80.614,-83.262,49,4,1
-74.323,-82.911,100,1,6
-78.386,-77.002,22,6,37
-70.682,-73.309,24,37,6
-75.477,-74.237,865,6,37
-72.06,-81.617,201,37,6
-81.682,-83.94,140,6,1
-73.815,-85.317,726,1,4
-81.217,-81.138,236,4,32
-71.302,-78.731,229,32,41
-63.375,-71.856,188,41,11
-61.544,-75.254,371,11,46
-70.453,-75.622,73,46,11
-71.705,-84.034,365,11,4
-71.783,-83.835,454,4,5
-68.523,-78.31,380,5,22
-74.144,-78.629,50,22,5
-74.631,-80.514,158,5,33
-65.421,-77.944,86,33,13
-79.431,-83.906,123,13,12
-66.291,-71.157,177,12,23
-65.095,-79.479,47,23,4
-70.176,-83.058,138,4,1
-71.459,-83.281,145,1,7
-69.34,-73.755,107,7,43
-73.818,-73.818,11,43,7
-71.242,-83.43,114,7,1
-72.715,-83.401,144,1,4
-71.999,-80.873,132,4,23
-70.82,-72.354,42,23,12
-67.643,-71.514,163,12,23
-74.088,-79.954,30,23,4
-75.364,-85.113,108,4,1
-80.686,-83.036,79,1,2
-79.849,-84.462,83,2,19
-72.516,-77.533,113,19,35
-77.73,-81.719,28,35,7
-74.777,-78.171,170,7,42
-76.927,-81.866,77,42,2
-79.138,-84.686,918,2,3
-76.631,-83.893,171,3,4
-71.38,-83.189,183,4,13
-67.927,-72.165,190,13,33
-72.066,-82.796,37,33,4
-81.947,-83.268,56,4,28
-81.072,-81.1,10,28,1
-75.064,-82.496,78,1,2
-74.02,-85.318,101,2,8
-81.37,-80.968,13,8,24
-63.789,-63.789,11,24,8
-75.607,-71.632,775,8,24
-70.182,-73.622,19,24,8
-81.425,-83.997,26,8,2
-78.391,-84.809,82,2,1
-79.529,-85.344,81,1,5
-76.054,-80.263,792,5,33
-66.28,-74.752,66,33,13
-76.191,-84.039,141,13,12
-81.067,-83.384,81,12,13
-79.73,-82.357,87,13,33
-81.72,-83.619,30,33,5
-74.929,-72.126,78,5,20
-75.411,-81.622,37,20,5
-82.931,-83.85,21,5,6
-71.821,-82.894,143,6,17
-68.802,-82.799,148,17,7
-65.45,-71.376,103,7,42
-68.07,-79.208,45,42,2
-68.627,-82.971,135,2,9
-69.112,-69.711,223,9,3
-79.54,-86.183,5,3,1
-73.017,-87.781,3,1,28
-73.537,-97.999,1,28,20
-63.603,-99.896,1,20,5
-74.554,-87.388,3,5,22
-56.28,-98.545,1,22,47
-71.114,-98.136,2,47,15
-76.001,-82.046,38,15,6
-81.034,-82.804,30,6,1
-81.148,-84.65,64,1,7
-83.38,-83.699,19,7,2
-79.383,-84.896,81,2,8
-79.11,-76.877,25,8,24
-66.495,-67.387,21,24,8
-64.398,-68.951,51,8,25
-74.269,-82.194,34,25,9
-74.171,-77.127,84,9,49
-78.552,-82.687,31,49,10
-79.079,-84.445,96,10,11
-74.21,-83.061,165,11,12
-75.674,-84.555,153,12,13
-81.481,-82.123,60,13,12
-77.777,-77.508,12,12,23
-71.124,-71.695,13,23,12
-82.948,-82.048,8,12,11
-73.899,-81.988,55,11,4
-74.027,-81.982,73,4,33
-77.468,-78.952,27,33,5
-80.968,-82.738,35,5,14
-78.032,-76.715,20,14,4
-82.178,-94.886,3,4,3
-75.139,-74.794,12,3,10
-80.976,-81.785,20,10,49
-81.04,-82.65,5,49,3
-69.833,-81.388,34,3,1
-81.373,-81.143,13,1,28
-76.844,-77.353,9,28,20
-73.546,-71.438,645,20,28
-70.207,-69.336,16,28,1
-78.595,-81.305,26,1,3
-77.06,-79.872,38,3,49
-79.304,-80.128,7,49,9
-72.939,-81.353,275,9,49
-79.968,-84.54,170,49,3
-80.638,-79.905,148,3,34
-71.511,-83.075,242,34,11
-78.968,-77.515,76,11,41
-66.938,-75.201,165,41,11
-78.26,-84.135,296,11,12
-66.758,-73.142,1122,12,23
-66.468,-82.191,279,23,4
-82.626,-67.656,10,18,43
-77.748,-77.104,32,43,7
-68.124,-83.71,147,7,1
-77.419,-84.586,159,1,3
-81.939,-82.278,53,3,32
-73.949,-80.482,64,32,41
-77.726,-78.013,33,41,11
-73.929,-79.157,91,11,12
-77.286,-79.558,7,12,23
-72.898,-74.931,8,23,12
-83.365,-78.459,2,12,13
-69.764,-70.515,461,13,30
-67.653,-70.48,16,30,14
-77.699,-85.358,130,14,22
-72.37,-79.607,65,22,15
-80.971,-82.536,41,15,36
-78.78,-80.078,36,36,6
-71.141,-83.726,555,6,1
-69.053,-84.363,459,1,4
-83.123,-83.486,23,4,5
-80.407,-83.683,63,5,13
-82.266,-83.31,36,13,14
-80.855,-81.895,35,14,30
-70.851,-74.832,71,30,13
-77.341,-84.214,2344,13,5
-76.648,-82.387,363,5,33
-76.609,-75.607,28,33,13
-73.11,-76.386,180,13,33
-70.885,-79.674,48,33,5
-71.089,-82.852,133,5,6
-71.313,-83.648,145,6,17
-83.026,-84.059,28,17,6
-72.754,-83.495,216,6,5
-68.467,-80.851,199,5,33
-78.219,-82.068,206,33,5
-68.633,-83.866,829,5,6
-69.781,-83.925,866,6,17
-68.024,-75.936,665,17,21
-70.305,-67.214,102,21,17
-78.525,-81.763,29,17,43
-73.538,-72.442,20,43,7
-76.395,-82.787,45,7,2
-74.903,-81.977,60,2,9
-77.561,-83.663,239,9,10
-78.615,-81.571,339,10,34
-79.33,-81.77,2,34,11
-78.834,-83.654,1,11,41
-72.499,-87.583,3,41,4
-75.675,-77.593,9,4,13
-72.361,-73.776,1087,13,33
-69.273,-83.654,68,33,5
-82.724,-84.487,83,5,28
-74.227,-73.974,54,28,1
-69.916,-84.004,148,1,2
-79.287,-83.377,135,2,19
-75.245,-84.999,229,19,42
-72.434,-78.835,53,42,7
-81.508,-83.074,34,7,1
-79.273,-83.982,93,1,20
-79.34,-83.559,119,20,1
-72.929,-83.769,362,1,2
-67.826,-78.517,313,2,44
-73.759,-78.743,98,44,8
-70.193,-78.164,1941,8,44
-67.565,-79.331,167,44,2
-72.054,-77.674,309,2,27
-66.207,-82.275,188,27,1
-78.526,-86.019,442,1,4
-83.52,-84.003,99,4,5
-79.666,-81.14,241,5,33
-80.508,-83.532,92,33,13
-80.41,-81.069,167,13,30
-79.081,-84.99,162,30,14
-80.697,-84.254,567,14,5
-73.804,-84.284,756,5,6
-77.482,-77.864,403,6,37
-72.709,-78.973,201,37,31
-74.596,-77.098,153,31,7
-75.23,-83.894,540,7,18
-75.689,-80.726,579,18,35
-74.478,-78.609,40,35,19
-81.154,-85.218,69,19,2
-74.623,-76.498,96,2,27
-76.54,-80.391,32,27,3
-69.372,-82.863,118,3,11
-79.47,-81.486,48,11,34
-77.499,-78.31,44,34,3
-72.11,-83.98,188,3,2
-72.468,-78.705,145,2,1
-80.921,-80.845,16,1,6
-80.037,-83.219,41,6,1
-74.358,-77.397,29,1,3
-71.537,-70.672,23,3,49
-64.36,-77.239,55,49,9
-76.041,-82.599,119,9,25
-65.291,-65.985,50,25,8
-61.061,-75.112,62,8,44
-78.025,-78.296,8,44,2
-71.82,-80.685,41,2,1
-76.517,-82.755,45,1,5
-77.925,-76.48,27,5,22
-75.271,-75.547,13,22,47
-78.612,-78.692,14,47,14
-81.893,-81.893,11,14,47
-70.579,-69.029,39,47,15
-68.201,-76.269,74,15,36
-71.886,-81.774,52,36,16
-80.49,-83.229,87,16,17
-77.835,-82.716,105,17,16
-77.986,-83.392,89,16,6
-73.177,-83.859,159,6,1
